label,sen
1,And the late great Ray Charles might have sung slightly different lyrics for his 1959 classic `` What 'd I Say '' if he 'd recorded it as a much older guy .
1,"However , Sears Holdings could have spent far less shoring up its pension plan if it had made better financial decisions ."
1,"He was partly right , and would have been even had the vote gone the other way ."
1,"That makes me smile Thought experiment : If John McCain had won in '08 , what do you think would be his signature accomplishments after 15 months in office ? War with Iran ."
1,"If they 'd better anticipated that reaction , they might have worked with the company to address these issues , and win local buy-in before things went off the rails ."
1,"Had we not done that , I do n't think the public would have been as appalled as they became over the fact that the government was now running banks , insurance companies , car companies , taking over the student-loan business , which they 're going to try to do in this health care bill , and taking over one-sixth of the economy ."
1,"Writing about the period somewhat later , I described it as involving 'borrowers who should n't have borrowed being financed by lenders who should n't have lent . ' `` To begin with , the need for meaningful down payments was frequently ignored . ''"
1,"In a perfectly ideal situation , the two sides would quickly resolve what has once again become a heated economic dispute ."
1,"If it were up to me , I would have given serious consideration to including sex addiction in the latest edition of the American Psychiatric Association 's Diagnostic and Statistical Manual of Mental Disorders ( DSM-V ) ."
1,"As a result , it may be easier to isolate Iran than it would have been had no talks been held ."
1,"Reading between the lines : Judge Stearns used some choice descriptions for the Cape Wind opponents , calling Cape Wind 's opponent 's `` obdurate '' and saying that while they typically `` claim the mantle of environmentalism , '' the opponents in this case `` have doffed their green garb and draped themselves in the banner of free-market economics . '' One part of the complaint , Stearns said , referenced documents that `` contradict on their face a supposed fact as plead '' to make an argument that is `` misleading and ultimately untrue . '' In a footnote , Stearns also wrote that were he an economist or a conservationist instead of a judge , he may have rejected Cape Wind , but that elected officials , regulators and the courts have reviewed and approved the project ."
1,"`` But if everyone had blue eyes and blonde hair , those traits would n't stand out anymore , '' says Verma , American Society of Gene Therapy president and a Salk Institute for Biological Studies genetics professor ."
1,"Had that effort been successful , millions of immigrants would 've taken the oath of citizenship with Bush 's picture in the room ."
1,"All they really had to do to get this done the first time was have an hour of `` debate '' instead of just 40 minutes , and admit that they were using a closed rule to disallow any amendments , and they could have passed it easily last week ."
1,`` I do n't think we would have been having this discussion if they did . ''
1,Let 's think about what is happening to women who are coming forward even today and how the Senate could have been a model for the best way to do this with them .
1,And try to imagine what would have happened if Donald Trump had behaved a fraction that well .
1,"The House of Representatives has raised the debt limit on a vote of 221-201 , avoiding the economic catastrophe that would have resulted if the United States had been forced to default on its debt ."
1,"Had Trump come close but failed to win the 2016 Republican nomination , had the GOP establishment and donor networks eked out one more mainstream nominee while still capitalizing on the angry , conspiratorial base to run against the Democrats , these books would not exist ."
1,"I often wonder if I had n't been ostracized as a teenager and forced to feel like an outsider , if I would have developed theory of mind for all the underdogs in the world ."
-1,"Having said that , if it were true that social maladjustment caused violence , then the correlation should have been there ."
1,"`` should have stayed with the original Travel Ban , not the watered down , politically correct version '' that became the second version ."
1,"If that were the case , nobody would ever have kids , except for Kevin Costner ."
1,Here 's a table showing the returns you would have if you 'd bought the following companies on Jan .
1,If the rewards would outweigh the costs there 's little doubt that we 'd have 13 episodes next year and as many seasons as plausible beyond that .
1,"So I realized one day , some time ago , that I wished I had recorded many ( if not all ) of my therapy sessions because if I had those , I could probably write the most honest words I had ever written ."
1,"The best place to start is to look at your past and consider what worked and what didn't-then create your `` wins and losses . '' If there are any losses in the column of things you could have controlled , you should note and consider them ."
1,"`` If there were to be only one city with a flu outbreak , you might , in theory , wall it off , '' Burke says ."
1,"Even if he privately has doubts about staying , Carney might find it hard to leave London after five years , unless Brexit miraculously makes the economy grow a hundred times instead of shocking it like expected ."
1,"In the worst cases , the regulator found customers were waiting `` hundreds of working days '' for switches that could have been conducted in a few days or weeks ."
1,"And if they 'd have been Latino , the MAGA crowd would be rabidly chanting for a ban on everything Mexican including tacos ."
1,`` My baby would have died if I had stayed . ''
1,"`` If we had a goal and the public believed that goal , then the actions we took would have less risk that ¡­ ''"
1,The overall trade deficit would have gone up substantially in the presence of worse trade deals .
1,"Prominent evo psych professors have stated he got the material mostly right , and would grade his thoughtful work an A- had he been in their course ."
1,"`` Even if we had competent technocrats in other key positions outside the Fed , I 'm not sure they 'd be listened to , '' Rogoff said ."
1,`` What would have happened without this technology if he came in after eight weeks and his blood pressure was so high ? '' Hall-Barrow asked .
1,"How would I react if foreigners invaded the United States and did just a tenth of the things that we had done to the Iraqi people ? I would be right up there with the rebels and insurgents , using every bit of my cleverness to blow up the occupiers . **America felt like a dreamland ."
1,"What better way to do this than to blame the victim for his or her own victimization ? If the young woman who was raped at a college fraternity party had n't been drunk , she would n't have been gang raped ."
1,"`` But they would not get serious about cleaning up their platforms , provided that the majority of consumers had not demanded it , '' she told the graduates ."
1,It was carried out in a non-viable embryo so we will never know if it would have developed into a thalassaemia-free baby .
1,`` I wish I did ! '' Mr. Trump said in a tweet later..
1,"`` If they had Medi-Cal , there was n't much I could do to help them , '' said Kristin Jacobson of Autism Deserves Equal Coverage , a Burlingame , California-based advocacy group ."
1,"If I had gone back to camp every year , yeah , maybe I would have noticed the trees in the same way , in the same way that we look at our money and our stocks in our portfolio every day ."
1,agents thought Mr. Comey should have remained silent and let the Justice Department announce that no charges would be brought in the case .
1,"Trump would have not threatened to withdraw the United States from the accord between Tehran and six world powers , signed in 2015 before he took office , unless Congress and European allies had n't help 'fix ' it with a follow-up pact ."
1,"Several said that if a greater diversity of stakeholders had been included in the conversation , including people whom Ms. Warren often consults during policy rollouts , much of the current fallout could have been avoided.."
1,"I 'm pretty sure back then if a fucknozzle like Manchin had voted against DADT repeal there would have been a lot of people explaining that it was necessary to maintain support in WVA , blah blah blah ."
1,"One day , he said to me , `` I thought that if I gave up drugs , I 'd have no more problems . ''"
1,"A story of a story I never heard first hand , from a man who , had he not tragically died , and had his daughter and I not parted ways , could have become my father in law ."
1,"`` If we had more growth in the economy , I do n't think we 'd be having a heated debate about oldies taking away jobs from young people . '' ( Reporting by Alan Wheatley ."
1,"Many of those people would have been helped if Democrats had been able to pass some of their original ideas for the ACA , including a `` public option '' plan run by the government , or a `` Medicare buy-in '' that would have given people age 55 and older the option of purchasing Medicare coverage before the normal eligibility age of 65 ."
1,"Cattlemen 's Association , which supports COOL , said if the preliminary injunction had been approved , the United States would have been placed in violation of the WTO ruling ."
1,"Had Ms Simonds been selected the House would have been evenly divided , with 50 Democrats and 50 Republicans ."
1,"`` Imagine what kind of conversation we would be having if Thursday 's news had been that somebody else had acquired Commerzbank with Deutsche Bank staying on the sidelines , '' Mr Achleitner said , suggesting that the lender would then have been harshly criticised for being caught `` on the hop '' ."
1,"Now , had I had technology at my disposal I could have had contact with people online , globally , thus conserving energy for the next day 's work demands while still keeping connected virtually ."
1,"`` I think that , had the really powerful litigation run its course , we would have had the same success on guns '' as on tobacco , Graves said ."
1,"Had I known how rudely they would treat our senior staff , or how cavalierly the firm wrote us off with lines like , `` Why have n't you already gone public ? Geez , you guys are now toast , '' etc. , no doubt I would not have published such approbation of that firm . And it went on to back and push to IPO many a failed company ( remember @ Home ? ouch ! ) ."
1,"`` I would feel far better about this if there was a quality-of-life study done , but there has n't been ; or if they were able to actually speak to the parents who did not have good outcomes . ''"
1,"And you know , if it was anybody else I would n't have taken it as seriously ."
1,"Perhaps Senator , if sheltered Hollywood neighborhoods and elitist dude ranches had unspeakable death , destruction , rape , and unspeakable inhumanity to man and woman , you might now know how self serving your shock and indignation is ."
1,"I would have been wrong on a lot of guesses this year . '' ETHAN SIEGAL OF THE WASHINGTON EXCHANGE , A PRIVATE FIRM THAT TRACKS CONGRESS AND LEGISLATION FOR INSTITUTIONAL INVESTORS `` I think that the Obama Administration has put on the table a politically smart , pragmatic and reasonable package , especially given the territorial politics of Capitol Hill . '' `` I 'm very skeptical that they can get any significant reform through the Congress this year ; instead in the near-term I think that oversight and regulatory changes will be implemented as best as possible at the agency and regulatory level by the Obama Administration and the regulators themselves ."
1,"The verdictSo what 's the final verdict ? If I had any dry powder in my portfolio today , I 'd be happy to spend some of it on TTM shares ."
1,I believe that most judges would find it to be a clear Establishment Clause violation if Congress had simply directed that a solitary Latin cross be erected on the Mall in the Nation 's Capital to serve as a World War I Memorial .
1,"A former Republican lawmaker who was close to Trump 's vice president , Mike Pence , Wilson would have been the first woman to take the Pentagon 's top job , if she had been nominated ."
1,"Vance would have access to money deposited into the fund , which in different circumstances he would not have had in the past ."
1,"`` Those are accidents that we really should have looked at and were not able to do that now because it 's gone , '' he said ."
1,This would have created additional burdens and costs and would not have enabled the industry to achieve the desired goals of the ICD-10 mandate .
1,"But its stateside underperformance would have felt much more pronounced had it not been for strong shipments in countries such as Mexico , Argentina , and Africa ."
1,"Pawlenty might have had a shot at a second-tier Cabinet post in a Romney administration , or he could have gone home to run for the U.S ."
1,"If it is the case that a business earns 18 per cent on capital over 20 or 30 years , should you have paid an expensive looking price , you 'll end up with a fine result , he added ."
1,He acknowledged that more testing could have helped address the problems but dismissed calls from Swiss politicians for compensation .
1,"`` If you had been invested in any of the other major grocery listed companies you would have done significantly worse than being invested in M & S , '' he said ."
1,"Imagine what might have been had 200,000 black troops been put in the field by the beginning of 1862 ."
1,Rivera - who would have been with the department for two years in May - had just finished a shift around 9 or 10 p.m .
1,"It would 've been hilarious if they had n't felt viewers were so stupid that a disclaimer reading , `` Dramatization -- -Do not attempt '' was necessary ."
1,"Kline : I think the reality is , any of the three potential suitors would be willing to sell off FX if it meant they could have access ."
1,UR : If I were him I would n't .
1,A worse combination could not have been struck had Dick Cheney stirred up this agreement in Donald Rumsfeld 's kitchen .
1,"`` Apotheker and Lane , HP knew that Oracle would not have signed the Hurd Agreement had it known of HP 's imminent plans , '' the filing says ."
1,"Breaking the monotonous narrative , a voice cried out , `` Sir , is that Uranus ? '' I 'm convinced that had the teacher merely rolled his eyes and said , `` Very original ... '' or something of the sort , the boy would have felt embarrassed and piped down ."
1,"If James Alex Fields had shouted something about ISIS or al-Qaida as he was pulled from his car after he plowed into counter-protesters in Charlottesville , Virginia , there would be little doubt about the charges ."
1,"Is the president suggesting that if it had been a white who had been shot , that would be OK because it did n't look like him ? That 's just nonsense dividing this country up ."
1,"In 2010 , reckons Marc Michael of New York Universitys Abu Dhabi campus , the number of girls born was 10 % lower than it would have been had the ratio been normal ."
1,"And there 's bad blood between the two : Boughton was Foley 's unwilling running-mate four years ago , and last year , Boughton claimed he 'd have done better if the lieutenant governor nominee had been a woman ."
1,"But its two other major businesses , pharmaceuticals and medical devices , would have fared poorly if they had not been propped up by the beaten-down dollar ."
1,"If not for human damage , the epidemic `` could have been prevented by spending less than 1 per cent of what is needed now '' , said Dr Frieden ."
1,"Kind of like if only people were `` nicer '' in some vague way , the world would be a better place ."
1,"Yet in spite of times I wish I did n't survive , the truth is , look at all I would have missed ."
1,"Even though less than half the port facilities had been rebuilt by that stage , within a year import volumes through the port had recovered fully and export volumes were nearly back to where they would have been without the disaster ."
1,"I wish I 'd practiced with people who would be able to be supportive , so I could have built up a foundation to better handle the shock of others ."
1,"A number of Republicans , including Reynolds , Secretary of Agriculture Bill Northey , and Cedar Rapids Mayor Ron Corbett , were considering running for what would have been an open seat if Branstad had simply retired ."
1,"If he had simply given the apartment to Eric for free , Trump could have incurred up to 40 percent tax on its market price ."
1,"However , had Sendek recommended buying Dendreon last week , his clients would have made a tidy profit `` at the current level . '' Brean Murray Carret & Co analyst Jonathan Aschoff was unmoved by Tuesday 's news and remains downright bearish on Dendreon ."
1,But it was never clear as to whether or not they would have felt true remorse about their motivation had they not been caught .
1,"If they were doing it now France would be on that list , says a fund manager ."
1,"`` I wish with every fiber in my body that we did n't have to come in and do what we did . '' Separately , Representative Paul Kanjorski told Reuters he had been informed that a large number of AIG 's counterparties were European ."
1,"If everyone can obey the law introduced in 2004 to discourage companies from pursuing takeovers to lower their corporate tax rate , the deal would have resulted in large personal tax bills for its executives and directors ."
1,"A Taliban leader had told Reuters that the talks , which would have been the fourth round with Khalilzad , would have involved a U.S ."
1,"Hillary Clinton should remember that if Al Gore had run on Bill Clinton 's record , the Supreme Court would not have had the chance to appoint George W Bush president ."
1,But Gotham City would have less traction if the complexity of its prey did not also foster uncertainty .
1,"Ms Scozzafava had been chosen by a party committee , which leads me to wonder if the press would 've kicked up such a fuss had Mr Hoffman merely beaten her in a Republican primary ."
1,"Our index shows the gap between where countries are now and where they would be if those entering the workforce had full health and complete , high-quality education ."
1,Is that the right approach ? I do n't think streaming through Netflix would have taken off if it had slapped a $ 2.99 surcharge on the perk .
1,"And if he touched down on our planet three billion years ago , his first experience , should he take off his flight helmet , would have been a quick death by asphyxiation ."
1,"She continued to belittle me , and I honestly think I would have gone along forever , still hoping to please her , had she not started in on my daughter ."
1,"Had the coup succeeded , Mr Brunson would have been crowned head of the CIA , one paper claimed ; south-eastern Turkey would have turned into a Christian Kurdish state , said another ."
1,"If you had done that , you would have sold at the absolute bottom and potentially missed out on more than a decade of strong gains ."
1,"The $ 5,000 you invested in Anheuser-Busch is now worth $ 5,700 ; the $ 5,000 you might have invested in Google would be worth $ 23,500 ."
1,"- Alix `` claims McKinsey 's restructuring unit , RTS , has received tens of millions of dollars in bankruptcy fees 'that it would not have otherwise earned had it disclosed its numerous connections to interested parties and conflicts of interests as required by law , ' '' according to the lawsuit , The Wall Street Journal reported at the time ."
1,"`` March 10 , 2000 ( Bethesda , Md . ) -- At the end of a grueling three-day meeting here , and without taking a formal vote , an advisory committee on gene therapy turned down a proposal Friday that assuming it had passed would have halted gene treatments except for patients in life-or-death situations . ''"
1,"JETBLUE CEO SLAMS 'BIG THREE ' : If United Airlines , Delta Air Lines and American Airlines were really serious about their claims that two Persian Gulf nations are violating the spirit of their Open Skies agreements , `` they probably would have followed the established DOT process , filing an official complaint ... ''"
1,If Partners had remained just Massachusetts General Hospital and the Brigham & Women 's Hospital I do n't think its executives and lobbyists would have to expend so much effort fending off the state .
1,"If Ms Whitman , a billionaire and former boss of eBay , had had her choice of topics , they would have been the evils of California 's belated budget , red tape and government waste , all of which she , as a tough businesswoman , promises to cut in an effort to create jobs ."
1,"`` The news media so totally disgraced itself in this election , if I were Trump I would just say no , '' Gingrich says ."
1,`` For the markets it 's a bit reassuring that he is leaving because if there were problems ahead he would stay . ''
1,"If that had come to pass , tonight I 'd be scrawling this post on a cell wall with a crayon stuck between my toes ."
1,"If the earned-income tax credit ( a cash transfer to the working poor ) were included , 2.4m children would have been lifted out of poverty ."
1,"That said , even if Friedman 's argument ( for illegal immigration ! ) did not founder on a simple mistake , it still would n't work as an argument against offering illegal residents a path to legal residency ."
1,"`` I wish I knew if we had hit the peak , '' Schuchat said ."
1,"They argued that the value of voting , so as to be able to say so if asked , would have been about twice as high in a presidential election , given that the average number of times asked is about twice as large , as other survey data show ."
1,`` His statement would have been more damning or damaging if it were slightly less personal . ''
1,"Sessions should have never recused himself , and if he was going to recuse himself , he should have told me before he took the job and I would have picked somebody else , ' Mr. Trump said.."
1,And Banks said Shannon would not have pushed the administration 's coal efforts if he made the trip .
1,For 2008 to 2010 they modelled what the numbers might have been had this trend continued and compared this with the actual numbers .
1,"If the individual fails at the task or misses the deadline , the person rationalizes the disappointment as being caused by the procrastination and thinks `` if I did n't wait until the last minute I would have done much better . '' If the individual succeeds , feelings of self-worth are elevated because desired results were achieved despite putting off the task ."
1,"If narcissism were a bar to office , I doubt we 'd have any politicians left , since running for office , underneath all the rhetoric about serving , pretty uniformly implies a sense of being something special ."
1,"`` Rather than thinking , ' I wish I could 've fixed this , ' if we can use these moments as a wake up call to think , ' I want to be more present and aware and connected and empathetic in general , ' - that would be so much more productive , '' said Dr. Gregory Dillon , assistant professor of medicine and psychiatry at Weill Cornell Medical College ."
1,"Supporters of the stimulus package assert that without it , unemployment would have been even more dire , and they may be right ."
1,"As Jean-Yves Le Drian , the defence minister , put it , there was a spectacular acceleration of the jihadists towards Bamako the day before the French strikes began : if nobody had intervened , Bamako would have fallen two or three days later ."
1,"While some former Obama administration officials say they now wish Mr. Obama had reacted more forcefully , they argue that if he had spoken out , Mr. Trump would have accused him of trying to rig the election ."
1,I wish I had n't spoken in such a patronizing tone .
1,It could have shown us what we had missed .
1,"`` She expressed to us that she would like to go out more if she could and that she 's reluctant to ask strangers for help , '' said Julia Liao , who studies product design ."
1,The backstop would not bind Britain to follow EU rules to avoid a 'chard ' customs border across the island of Ireland unless the current way had been changed by means of a new trade pact .
1,This would n't have been a huge deal if Ferrellgas had n't lost a key midstream customer during the deep energy downturn that started in mid-2014 .
1,"He taunts Mr Obama by saying that if his rival wanted to run against Mr Bush , he should have done so in 2004 ( thus reminding voters of his opponent 's youth and short service ) ."
1,"The recent scandal at paper company SCA , where board members were revealed to have used company aircraft to send family members on vacations to hunting lodges and to the London Olympic games , might have been swept under the rug in the old days ."
1,( Reagan 's performance would have been much worse had he not raised taxes 11 times to help make up the shocking shortfall . ) This chart shows just how dire the tax revenue drought has become .
1,"This would have been a much better study if they 'd differentiated between what very smart , smart , average , and below average guys want ."
1,"On Friday , he personally made clear to me that if the law were in place , the president would have no legal authority to ignore it - not even under some theory of inherent authority granted by Article II of the Constitution , as Vice President Cheney might argue ."
1,"If Mr. Market truly owned a perfect crystal ball , the stock would have soared when the Elpida deal was approved , and then only adjusted for normal business growth after that.."
1,"`` I would probably not have voted 'no ' if I 'd been in the southern Cypriot parliament because of the possible consequences and because I do n't think Cyprus should align itself with Russia , '' said Oezdemir , who is of Turkish origin ."
1,"However , we should have saved our billions and waited until natural language processing and SNOMED-CT was ready ( or a convergence of SNOMED-CT and ICD ideas such as will be implemented in ICD-11 ) ."
1,But I believe what I experienced could have been avoided had the throat swab been performed at the first visit on Thursday .
1,"Were he to try the same with Pfizer 's unit , he would require 10 times that amount because of Pfizer 's organizational structure ."
1,"`` That should be our number one priority , not just shareholders , investors or CEOs of companies . '' Obama said a lot of the pain and suffering caused by the housing crisis could have been avoided if there had been more effective regulation in place ."
1,"It initially found that while the suspensions were effective in limiting the escalation of market uncertainty , the managers could have done a better job at communicating the problems to investors ."
1,"`` We should not be surprised if additional cases are identified among the healthcare providers who had close contact with this patient before the patient was isolated and special precautions were implemented , '' said Dr. Schuchat.."
1,"Now what : Noting Magic Software 's results would have been significantly better had it not been for a negative $ 1.5 million hit to revenue from currency devaluation , CEO Guy Bernstein stated he was `` pleased '' with the operating results ."
1,"Had I done that , I might have looked at stocks like , well , how about Gartner , which is a really remarkable tech consulting company ? Its ticker symbol is IT , which is a pretty good ticker symbol to have these days ."
1,"In a mildly aggrieved tweet ( `` Not claiming bad faith by @ The Economist ... '' ) , he implied that Lexington should have quoted his views on the reform more fully ."
1,If every supporter had given $ 20 - chump change for the biggest ever battle yet for civil rights - they could have delivered $ 14 million overnight .
1,I almost wish I had .
1,"( For more details , please see `` If Dogs Truly Were Human They Would Be Jerks , '' an essay that is based on a longer piece highlighting numerous errors . ) And , after repeatedly misrepresenting dogs as if all were the same , the author , Stephen Budiansky , concluded , `` Let 's face it : If dogs truly were human they would be jerks . ''"
1,The delivery numbers would have been much higher had it not been for the restrictions imposed by the military on China 's airspace for security reasons .
1,`` Bill might have been more relaxed and less afraid if I 'd been there all night . ''
1,"`` If you think about the long-term implications of what might have been if it ( the moratorium ) had been left standing , it could 've gone a long way to tightening supply and really driven up prices . ''"
1,"If they were afraid of needles , or just the thought of the approaching surgery makes them upset , then it would have been better for them to be asleep for the procedure ."
1,"`` They should have given him back a long time ago , and Turkey has in my opinion acted very , very badly , '' Trump told reporters at the White House on Friday , referring to Brunson ."
1,I wish I had a solution .
1,"However , writing this as a young American Black male - with all the lifetime experiences this implies - I 'm in the dubious position to always ponder what might have happened had I been Brock Turner , or what could happen should I ever unwittingly become embroiled in a sexually-related criminal case ."
1,"If Mr Heffernan had been picking up a sign for himself , or if he had asserted his personal support for the candidacy of Mr Spagnola ( who happened to be his friend ) , his claim would have been vindicated without a visit to the Supreme Court ."
1,"`` Jackson Hole would have been more influential on markets if we thought Draghi or Yellen would say something pertaining to policy , '' said Wunderlich Securities Chief Market Strategist Art Hogan ."
1,"If you had asked Benjamin Graham , the godfather of value investing , the answer would be a resounding no ."
1,"`` They feel that if they had done it directly , they could have got a slightly better deal or could have hedged their foreign exchange risk to some extent , '' said an oil ministry source ."
1,"With their adamant opposition to economic stimulus other than tax cuts , that 's far more jobs than would have been the case if Republicans had been in charge ."
1,"If my husband had not married me , he would have lived without me.Yes , I am bitter ."
1,Circuit - where they could have started had they invoked the DTA procedure .
1,"Were Clinton to finally acknowledge that she wo n't be the nominee , step aside , and let Obama focus on defeating John McCain , Obama would be able to outspend McCain by an even larger margin than he 's outspending Clinton ."
1,"`` If the United Kingdom had been led by Ardern we might still have had Brexit , but we would not have ended up with this national humiliation , a divided society and an imperiled economy , '' Tony Blair 's former chief of staff wrote in The Guardian in March ."
1,"Democrats say that to appreciate what a big win this was , all you have to do is think about what the coverage would have been like if the decision had gone the other way ."
1,"That means regulators overseeing those institutions need to devote many more resources to supervising them than they would have done a decade ago and that they should devote all of the resources of the planet , since then they would be able to manage the situation far easier ."
1,"Stern is an expert at trapping people like this , so if Trump had disagreed in any way , Stern would then have asked , `` Oh , so you do n't think she 's a piece of ass ? '' And Trump would have to explain even more about the use of the term ."
1,"It does not compare graduates earnings to what they would have earned , had they skipped college ."
1,"`` Now , I wish I would have walked away . ''"
1,"Looking back , if Ireland were a publicly traded stock , I probably would have loaded up on shares ."
1,"`` If we had gotten here any later , they probably would be dead , '' said Joshua Priest , a Border Patrol agent ."
1,"`` `` The response showed that the country was much better prepared to respond to a pandemic compared to a few years ago , since should a pandemic have occurred just a few short years ago it would have caused countless deaths , '' he said . ''"
1,"The researchers behind the Health Affairs study estimated that if the people who said they would drop insurance in the absence of a penalty had not been enrolled in a health plan , premiums would have been 4 to 7 percent higher that year ."
1,A few misguided people think America could have won the war if it had shown greater resolve .
1,"Even if he had Supreme Court sided with Timbs , it does not mean the Land Rover is his even in that case ."
1,I wonder how my day would have progressed if I had not taken time to unwind .
1,This model may have continued through DS9 had they hired any other actor to portray Captain Sisko .
1,If I had given my dog her choice and not used counter-conditioning to change her emotional state she would never have been able to walk past a storm drain or trash can ! Trust in the human is important for sure and it 's admirable to want to build trust in a variety of ways .
1,"Given that you would have had to pay capital gains tax all along , you might end up with around $ 6,800 in your pocket ."
1,"Of course , even had a sizable chunk of independents voted in our primary , we still would n't have had double the Republican turnout ."
1,"However , on an adjusted basis , our earning on operations would have been $ 0.12 cents a share if not for our commodity positions ( contracts ) which are marked to market at the end of the period and resulted in a net unrealized loss of $ 0.06 cents per share ."
1,"Free trade and patent protections are not going to create jobs , and that tax incentives for job creation should be framed as a big idea from a Democratic administration would be laughable were it not so infuriating ."
1,"The people in that company ended up far more liberal than they would have been if they 'd gone into different industries in Arkansas or Iowa , not only because of osmosis , but for job-related reasons ."
1,"If Carnival had tried to project the price of fuel for the remainder of the year in March , it could have easily enough issued an outlook incorporating the price increases of the last three months -- if it had foreseen them ."
1,"While Mitt Romney certainly does n't excite conservatives-if he did , he would have had the Republican primary race locked up well before today as we approach the Iowa caucuses two days hence-he also is not as abhorrent to voters who are looking for something different as , say , Newt Gingrich might be ."
1,"Inside the GOP caucus : Senators told us that Marco Rubio would have more endorsements if not for Graham , who has kept many politicians on the sidelines as he mounted his improbable run ."
1,`` You 're telling people what 's wrong . '' Masucci says they had ended up stepping over boundaries they would have never imagined crossing .
1,"If he did n't have advanced symptoms by the time he landed in Lagos , he could have gone on a plane and traveled to Brussels , Atlanta , Beijing , or wherever his business might have taken him ."
1,"Where would we be if the Boston Globe had not broken the case of the Catholic Priests or in the latest case of Dr. Nassar , the fearless work of the IndiStar ."
1,"We would have some payments which are due , which we could pay if we could make money come out of thin air ."
1,"Perhaps if he had come forward , admitted his actions and explained how he had since evolved , the calls for his resignation would not be so loud ."
1,"If Olie Kolzig had gotten red-hot , maybe the Germans might have made it past the opening rounds ."
1,"`` I wish I had an answer , '' Indiana State Police Superintendent Doug Carter said to reporters ."
1,I was curious about whether other women felt the same way I did - encouraged by the uptick in female candidates yet exasperated that the phenomenon is still characterized as some chromosomal anomaly that could n't have happened without a man .
1,"If you had put $ 1,000 into this stock -- it 's a real stock , remember -- in 1980 and early in 2008 , you would have $ 47,000 in principal gains ."
1,"If we felt any respect or reverence for natural phenomena , and any sense of connection to them , then it would have been impossible for us to exploit and abuse our environment to this extent ."
1,"Even if one assumes the EU and ECB are treated the same as private creditors , the overall haircut would still have to be a whopping 68 percent to return the Greek debt ratio to that level ."
1,"Whether it makes sense or not , I often feel like he would n't have had an affair if I 'd been more attentive to how alone we both felt ."
1,"That being said , $ 400 million to $ 500 million of the organic growth capex it intends to invest through 2019 came via assets acquired from this most recent drop down transaction , so it would n't have much , if any , organic growth if it was n't for this transaction ."
1,And so I think that what that means is that were in something like uncharted territory if were thinking about how far the unemployment rate can go because if we had been this low in the past wed already see inflation 1 % or 2 % higher than what we see right now .
1,"Toronto transition costs consist of direct relocation costs , duplicate costs ( such as rent expense , utility costs , depreciation charges , and personnel costs ) incurred during the transition period , as well as cease-use costs incurred in connection with idle or vacated portions of the relevant premises that we would not have incurred but for these relocations ."
1,"But in 2003 , when a pandemic known as severe acute respiratory syndrome hit the region , Mr Liu was forced to take his company online - `` I would n't have entered ecommerce had n't it been for Sars , '' he once told the Financial Times - and expand his product offerings ."
1,"The board praised DeVos for scaling back the rules , writing that they `` did far more to ensure gainful employment for lawyers and government than they helped students . '' The editorial continues : `` One irony is that many more students might be gainfully employed today if the Obama Administration had n't spent so much energy pursuing an ideological crusade against for-profits . ''"
1,"Sorry about that , kids , but fixing it would have cost 2 % of GDP and we decided you 'd rather have that than have an ocean ."
1,Even though the truth was that Bush administration was able to fill out over 113 of those applications since 9/11 ( the total applications in the FISA court 's 23 year history ? 46 . ) Then there was the lie that the government could have prevented the 9/11 attacks had it not had to ask the FISA court for a wiretap .
1,The insurer could have asked other questions and learned facts that would have been relevant to your policy 's expected cost .
1,"At the start of the mosquito season , even if there were just a single male and female Aedes in Manhattan in April , and 75 percent of their offspring were killed , that would still leave 800 million by October ."
1,"`` You could have reconstituted that military in our employ in a heartbeat , '' Faddis said , `` and instead of 160,000 Americans trying to be police , firemen and everything else , you would have had the Iraqi military running checkpoints and we never would have had all the chaos . ''"
1,But what would have happened if my cards had been stolen ? I had some false assurance that I could disable two of them via an online banking app .
1,"If the previous guideline had been followed , said Dr. Stone in an email to Healthline , about 16 percent of Americans would have been prescribed statins ."
1,"`` It would be great if all women of childbearing age , for their own benefit and their future child 's benefit , could be on an optimal diet , '' McCabe said ."
1,"He said that KKK had wanted to cut costs and that three guards was not sufficient for a building of that size , saying it should have been at least twice that number ."
1,"`` Yet , a simple vaccination could have prevented many of these cases . '' Whooping cough can take one to three weeks for signs and symptoms to appear ."
1,"Moreover , his anti-HIV antibody levels continue to decline , which would not happen if there were still HIV present to stimulate antibody production ."
1,"`` If there was something they could do , I think they would have already done it , '' Uno said ."
1,"But if I had n't and needed a helpful local loan , no such thing would be coming , not quickly for sure ."
1,"Pop quiz : If Obama had left Bowe to rot and die in a Taliban prison , would these assholes be celebrating and whooping it up , or would they be screaming for Obama 's impeachment for `` abandoning our boy '' ? It 's not a trick question ."
1,"If they had just let me go while supporting me , telling me their opinion , and telling me they love me , then I would have mellowed out ."
1,"Moreover , Trump 's expressed views on international affairs suggested he had a more or less realist perspective on foreign policy that might have served him well - if he had really meant it and grasped its implications ."
1,"Stanislaw Lem might have thought he had it right , if these water worlds had turned up while he was alive ."
1,"If Texas were not in the Union , Barack Obama would have won the Electoral College 389-147 instead of 365-173 ( note that there are two fewer votes total , because there would be two fewer Senators ) ."
1,A whiff of Margaret Thatcher and her battles for a budget rebate ? The zealots on the Tory backbenches wish it were so .
1,"If Apple had never pursued capital returns , in which case it would have never needed to issue debt , it would be worth over $ 1 trillion and have nearly $ 470 billion in cash on the balance sheet ."
